66,Hudson Bay Airport,Hudson Bay,Canada
67,Dryden Regional Airport,Dryden,Canada
68,Ulukhaktok Holman Airport,Holman Island,Canada
69,Gjoa Haven Airport,Gjoa Haven,Canada
70,John C. Munro Hamilton International Airport,Hamilton,Canada
71,Montréal / Saint-Hubert Airport,Montreal,Canada
72,Hay River / Merlyn Carter Airport,Hay River,Canada
73,Halifax / Stanfield International Airport,Halifax,Canada
74,Atikokan Municipal Airport,Atikokan,Canada
75,Pond Inlet Airport,Pond Inlet,Canada
76,St Jean Airport,St. Jean,Canada
77,Stephenville Airport,Stephenville,Canada
78,Kamloops Airport,Kamloops,Canada
79,Waterloo Airport,Waterloo,Canada
80,Schefferville Airport,Schefferville,Canada
81,Kindersley Airport,Kindersley,Canada
82,Buttonville Municipal Airport,Toronto,Canada
83,Chapleau Airport,Chapleau,Canada
84,Meadow Lake Airport,Meadow Lake,Canada
85,Lloydminster Airport,Lloydminster,Canada
86,Alert Airport,Alert,Canada
87,Kelowna International Airport,Kelowna,Canada
88,Mayo Airport,Mayo,Canada
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada
90,Fort McMurray Airport,Fort Mcmurray,Canada
91,Moosonee Airport,Moosonee,Canada
92,Maniwaki Airport,Maniwaki,Canada
93,Montreal International (Mirabel) Airport,Montreal,Canada
94,Natashquan Airport,Natashquan,Canada
95,Ottawa / Gatineau Airport,Gatineau,Canada
96,Matagami Airport,Matagami,Canada
97,Old Crow Airport,Old Crow,Canada
98,CFB Cold Lake,Cold Lake,Canada
99,High Level Airport,High Level,Canada
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada
101,Prince Albert Glass Field,Prince Albert,Canada
102,Peace River Airport,Peace River,Canada
103,Southport Airport,Portage-la-prairie,Canada
104,Pitt Meadows Airport,Pitt Meadows,Canada
105,Pickle Lake Airport,Pickle Lake,Canada
106,Port Menier Airport,Port Menier,Canada
107,Peterborough Airport,Peterborough,Canada
108,Prince Rupert Airport,Prince Pupert,Canada
109,Fort Chipewyan Airport,Fort Chipewyan,Canada
110,Muskoka Airport,Muskoka,Canada
111,Quebec Jean Lesage International Airport,Quebec,Canada
112,Red Deer Regional Airport,Red Deer Industrial,Canada
113,Windsor Airport,Windsor,Canada
114,Watson Lake Airport,Watson Lake,Canada
115,Kenora Airport,Kenora,Canada
116,Lethbridge County Airport,Lethbridge,Canada
117,Greater Moncton International Airport,Moncton,Canada
119,Comox Airport,Comox,Canada
120,Regina International Airport,Regina,Canada
121,Thunder Bay Airport,Thunder Bay,Canada
122,Grande Prairie Airport,Grande Prairie,Canada
123,Yorkton Municipal Airport,Yorkton,Canada
124,North Battleford Airport,North Battleford,Canada
125,Gander International Airport,Gander,Canada
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada
127,Quesnel Airport,Quesnel,Canada
128,Resolute Bay Airport,Resolute,Canada
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada
130,Roberval Airport,Roberval,Canada
131,Rocky Mountain House Airport,Rocky Mountain House,Canada
132,Rankin Inlet Airport,Rankin Inlet,Canada
133,Sudbury Airport,Sudbury,Canada
134,Sherbrooke Airport,Sherbrooke,Canada
135,Saint John Airport,St. John,Canada
136,Fort Smith Airport,Fort Smith,Canada
137,Nanisivik Airport,Nanisivik,Canada
138,Summerside Airport,Summerside,Canada
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada
140,Cape Dorset Airport,Cape Dorset,Canada
141,Thompson Airport,Thompson,Canada
142,CFB Trenton,Trenton,Canada
143,Timmins/Victor M. Power,Timmins,Canada
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada
147,Repulse Bay Airport,Repulse Bay,Canada
148,Hall Beach Airport,Hall Beach,Canada
149,Rouyn Noranda Airport,Rouyn,Canada
150,La Ronge Airport,La Ronge,Canada
151,Vermilion Airport,Vermillion,Canada
152,Qikiqtarjuaq Airport,Broughton Island,Canada
153,Val-d'Or Airport,Val D'or,Canada
154,Kuujjuaq Airport,Quujjuaq,Canada
155,Norman Wells Airport,Norman Wells,Canada
156,Vancouver International Airport,Vancouver,Canada
157,Buffalo Narrows Airport,Buffalo Narrows,Canada
158,Wiarton Airport,Wiarton,Canada
159,Petawawa Airport,Petawawa,Canada
160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada
161,Wabush Airport,Wabush,Canada
162,Williams Lake Airport,Williams Lake,Canada
163,Wrigley Airport,Wrigley,Canada
164,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada
165,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada
166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada
167,Medicine Hat Airport,Medicine Hat,Canada
168,Fort St John Airport,Fort Saint John,Canada
169,Sioux Lookout Airport,Sioux Lookout,Canada
170,Pangnirtung Airport,Pangnirtung,Canada
171,Earlton (Timiskaming Regional) Airport,Earlton,Canada
172,Prince George Airport,Prince George,Canada
173,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada
174,London Airport,London,Canada
175,Abbotsford Airport,Abbotsford,Canada
176,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada
177,North Bay Jack Garland Airport,North Bay,Canada
178,Calgary International Airport,Calgary,Canada
179,Smithers Airport,Smithers,Canada
180,Fort Nelson Airport,Fort Nelson,Canada
181,Penticton Airport,Penticton,Canada
182,Charlottetown Airport,Charlottetown,Canada
183,Taloyoak Airport,Spence Bay,Canada
184,Victoria International Airport,Victoria,Canada
185,Lynn Lake Airport,Lynn Lake,Canada
186,Swift Current Airport,Swift Current,Canada
187,Churchill Airport,Churchill,Canada
188,Goose Bay Airport,Goose Bay,Canada
189,St. John's International Airport,St. John's,Canada
190,Kapuskasing Airport,Kapuskasing,Canada
191,Armstrong Airport,Armstrong,Canada
192,Mont Joli Airport,Mont Joli,Canada
193,Lester B. Pearson International Airport,Toronto,Canada
194,Downsview Airport,Toronto,Canada
195,Gore Bay Manitoulin Airport,Gore Bay,Canada
196,Yellowknife Airport,Yellowknife,Canada
197,Slave Lake Airport,Slave Lake,Canada
198,Sandspit Airport,Sandspit,Canada
199,Chris Hadfield Airport,Sarnia,Canada
200,Port Hardy Airport,Port Hardy,Canada
201,Whitecourt Airport,Whitecourt,Canada
202,Sept-Îles Airport,Sept-iles,Canada
203,Teslin Airport,Teslin,Canada
204,CFB Greenwood,Greenwood,Canada
205,Faro Airport,Faro,Canada
206,Fort Mcpherson Airport,Fort Mcpherson,Canada
207,Blida Airport,Blida,Algeria
208,Bou Saada Airport,Bou Saada,Algeria
209,Soummam Airport,Bejaja,Algeria
210,Houari Boumediene Airport,Algier,Algeria
211,Djanet Inedbirene Airport,Djanet,Algeria
212,Boufarik Airport,Boufarik,Algeria
213,Reggane Airport,Reggan,Algeria
214,Illizi Takhamalt Airport,Illizi,Algeria
215,Ain Oussera Airport,Ain Oussera,Algeria
216,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria
217,Jijel Ferhat Abbas Airport,Jijel,Algeria
218,Mecheria Airport,Mecheria,Algeria
219,Relizane Airport,Relizane,Algeria
220,Rabah Bitat Airport,Annaba,Algeria
221,Mohamed Boudiaf International Airport,Constantine,Algeria
222,Cheikh Larbi Tébessi Airport,Tebessa,Algeria
224,Hassi R'Mel Airport,Tilrempt,Algeria
225,Bou Chekif Airport,Tiaret,Algeria
226,Bou Sfer Airport,Bou Sfer,Algeria
227,Tindouf Airport,Tindouf,Algeria
228,Ech Cheliff Airport,Ech-cheliff,Algeria
229,Tafaraoui Airport,Oran,Algeria
230,Zenata – Messali El Hadj Airport,Tlemcen,Algeria
231,Es Senia Airport,Oran,Algeria
232,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria
233,Ghriss Airport,Ghriss,Algeria
234,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria
235,Biskra Airport,Biskra,Algeria
236,El Golea Airport,El Golea,Algeria
237,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria
238,Oued Irara Airport,Hassi Messaoud,Algeria
239,In Salah Airport,In Salah,Algeria
240,Touggourt Sidi Madhi Airport,Touggourt,Algeria
241,Laghouat Airport,Laghouat,Algeria
242,Timimoun Airport,Timimoun,Algeria
243,Ain el Beida Airport,Ouargla,Algeria
244,In Aménas Airport,Zarzaitine,Algeria
245,Cadjehoun Airport,Cotonou,Benin
246,Ouagadougou Airport,Ouagadougou,Burkina Faso
247,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso
248,Kotoka International Airport,Accra,Ghana
249,Tamale Airport,Tamale,Ghana
250,Wa Airport,Wa,Ghana
251,Sunyani Airport,Sunyani,Ghana
252,Takoradi Airport,Takoradi,Ghana
253,Port Bouet Airport,Abidjan,Cote d'Ivoire
254,Bouaké Airport,Bouake,Cote d'Ivoire
255,Daloa Airport,Daloa,Cote d'Ivoire
256,Korhogo Airport,Korhogo,Cote d'Ivoire
257,Man Airport,Man,Cote d'Ivoire
258,San Pedro Airport,San Pedro,Cote d'Ivoire
259,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire
260,Nnamdi Azikiwe International Airport,Abuja,Nigeria
261,Akure Airport,Akure,Nigeria
262,Benin Airport,Benin,Nigeria
263,Margaret Ekpo International Airport,Calabar,Nigeria
264,Akanu Ibiam International Airport,Enugu,Nigeria
265,Gusau Airport,Gusau,Nigeria
266,Ibadan Airport,Ibadan,Nigeria
267,Ilorin International Airport,Ilorin,Nigeria
268,Yakubu Gowon Airport,Jos,Nigeria
269,Kaduna Airport,Kaduna,Nigeria
270,Mallam Aminu International Airport,Kano,Nigeria
271,Maiduguri International Airport,Maiduguri,Nigeria
272,Makurdi Airport,Makurdi,Nigeria
273,Murtala Muhammed International Airport,Lagos,Nigeria
274,Minna Airport,Minna,Nigeria
275,Port Harcourt International Airport,Port Hartcourt,Nigeria
276,Sadiq Abubakar III International Airport,Sokoto,Nigeria
277,Yola Airport,Yola,Nigeria
278,Zaria Airport,Zaria,Nigeria
279,Maradi Airport,Maradi,Niger
280,Diori Hamani International Airport,Niamey,Niger
281,Tahoua Airport,Tahoua,Niger
282,Mano Dayak International Airport,Agadez,Niger
283,Dirkou Airport,Dirkou,Niger
284,Diffa Airport,Diffa,Niger
285,Zinder Airport,Zinder,Niger
286,Monastir Habib Bourguiba International Airport,Monastir,Tunisia
287,Tunis Carthage International Airport,Tunis,Tunisia
288,Sidi Ahmed Air Base,Bizerte,Tunisia
289,Remada Air Base,Remada,Tunisia
290,Gafsa Ksar International Airport,Gafsa,Tunisia
291,Gabès Matmata International Airport,Gabes,Tunisia
292,Borj El Amri Airport,Bordj El Amri,Tunisia
293,Djerba Zarzis International Airport,Djerba,Tunisia
294,El Borma Airport,El Borma,Tunisia
295,Sfax Thyna International Airport,Sfax,Tunisia
296,Tozeur Nefta International Airport,Tozeur,Tunisia
297,Niamtougou International Airport,Niatougou,Togo
298,Lomé-Tokoin Airport,Lome,Togo
299,Antwerp International Airport (Deurne),Antwerp,Belgium
300,Beauvechain Air Base,Beauvechain,Belgium
301,Kleine Brogel Air Base,Kleine Brogel,Belgium
302,Brussels Airport,Brussels,Belgium
303,Jehonville Air Base,Bertrix,Belgium
304,Brussels South Charleroi Airport,Charleroi,Belgium
305,Chièvres Air Base,Chievres,Belgium
306,Koksijde Air Base,Koksijde,Belgium
307,Florennes Air Base,Florennes,Belgium
308,Wevelgem Airport,Kortrijk-vevelgem,Belgium
309,Liège Airport,Liege,Belgium
310,Ostend-Bruges International Airport,Ostend,Belgium
311,Zutendaal Air Base,Zutendaal,Belgium
312,Brustem Airfield Sint Truiden,Sint-truiden,Belgium
313,Saint Hubert Air Base,St.-hubert,Belgium
314,Ursel Air Base,Ursel,Belgium
315,Weelde Air Base,Weelde,Belgium
316,Zoersel (Oostmalle) Airfield,Zoersel,Belgium
317,Flugplatz Bautzen,Bautzen,Germany
318,Altenburg-Nobitz Airport,Altenburg,Germany
319,Dessau Airfield,Dessau,Germany
320,Eisenhüttenstadt Airfield,Eisenhuettenstadt,Germany
322,Großenhain Airport,Suhl,Germany
323,Merseburg Airport,Muehlhausen,Germany
324,Halle-Oppin Airport,Halle,Germany
325,Riesa-Göhlis Airport,Riesa,Germany
326,Rechlin-Lärz Airport,Rechlin-laerz,Germany
327,Strausberg Airport,Strausberg,Germany
328,Schönhagen Airport,Schoenhagen,Germany
329,Barth Airport,Barth,Germany
330,Jena-Schöngleina Airfield,Jena,Germany
331,Kyritz Airport,Kyritz,Germany
332,"Magdeburg ""City"" Airport",Magdeburg,Germany
333,Rothenburg/Görlitz Airport,Rothenburg/ol,Germany
334,Anklam Airfield,Anklam,Germany
335,Cottbus-Drewitz Airport,Cottbus,Germany
336,Kamenz Airport,Kamenz,Germany
337,Berlin-Schönefeld Airport,Berlin,Germany
338,Dresden Airport,Dresden,Germany
339,Erfurt Airport,Erfurt,Germany
340,Frankfurt am Main Airport,Frankfurt,Germany
341,Münster Osnabrück Airport,Munster,Germany
342,Hamburg Airport,Hamburg,Germany
343,Berlin-Tempelhof International Airport,Berlin,Germany
344,Cologne Bonn Airport,Cologne,Germany
345,Düsseldorf Airport,Duesseldorf,Germany
346,Munich Airport,Munich,Germany
347,Nuremberg Airport,Nuernberg,Germany
348,Leipzig/Halle Airport,Leipzig,Germany
349,Saarbrücken Airport,Saarbruecken,Germany
350,Stuttgart Airport,Stuttgart,Germany
351,Berlin-Tegel Airport,Berlin,Germany
352,Hannover Airport,Hannover,Germany
353,Bremen Airport,Bremen,Germany
354,Frankfurt-Egelsbach Airport,Egelsbach,Germany
355,Frankfurt-Hahn Airport,Hahn,Germany
356,Mannheim-City Airport,Mannheim,Germany
357,Allendorf/Eder Airport,Allendorf,Germany
358,Worms Airport,Worms,Germany
359,Mainz-Finthen Airport,Mainz,Germany
360,Eisenach-Kindel Airport,Eisenach,Germany
361,Siegerland Airport,Siegerland,Germany
362,Hamburg-Finkenwerder Airport,Hamburg,Germany
363,Kiel-Holtenau Airport,Kiel,Germany
364,Lübeck Blankensee Airport,Luebeck,Germany
365,Flugplatz Dahlemer Binz,Dahlemer Binz,Germany
366,Meinerzhagen Airport,Meinerzhagen,Germany
367,Arnsberg-Menden Airport,Arnsberg,Germany
368,Essen Mulheim Airport,Essen,Germany
369,Bielefeld Airport,Bielefeld,Germany
370,Mönchengladbach Airport,Moenchengladbach,Germany
371,Paderborn Lippstadt Airport,Paderborn,Germany
372,Stadtlohn-Vreden Airport,Stadtlohn,Germany
373,Dortmund Airport,Dortmund,Germany
374,Augsburg Airport,Augsburg,Germany
375,Biberach a.d. Riß Airfield,Biberach,Germany
376,Eggenfelden Airport,Eggenfelden,Germany
377,Mindelheim-Mattsies Airfield,Mindelheim,Germany
378,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany
379,Straubing Airport,Straubing,Germany
380,Vilshofen Airport,Vilshofen,Germany
381,Leutkirch-Unterzeil Airport,Leutkirch,Germany
382,Friedrichshafen Airport,Friedrichshafen,Germany
383,Schwerin Parchim Airport,Parchim,Germany
384,Stendal-Borstel Airport,Stendal,Germany
385,Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany
386,Bayreuth Airport,Bayreuth,Germany
387,Burg Feuerstein Airport,Burg Feuerstein,Germany
388,Hof-Plauen Airport,Hof,Germany
389,Haßfurt-Schweinfurt Airport,Hassfurt,Germany
390,Koblenz-Winningen Airfield,Koblenz,Germany
391,Trier-Föhren Airport,Trier,Germany
392,Speyer Airfield,Speyer,Germany
393,Zweibrücken Airport,Zweibruecken,Germany
394,Donaueschingen-Villingen Airport,Donaueschingen,Germany
395,Freiburg i. Br. Airport,Freiburg,Germany
396,Mengen-Hohentengen Airport,Mengen,Germany
397,Adolf Würth Airport,Schwaebisch Hall,Germany
398,Finsterwalde/Schacksdorf Airport,Soest,Germany
399,Braunschweig-Wolfsburg Airport,Braunschweig,Germany
400,Kassel-Calden Airport,Kassel,Germany
401,Hildesheim Airport,Hildesheim,Germany
402,Bremerhaven Airport,Bremerhaven,Germany
403,Emden Airport,Emden,Germany
404,Leer-Papenburg Airport,Leer,Germany
405,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany
406,Borkum Airport,Borkum,Germany
407,Norderney Airport,Norderney,Germany
408,Flensburg-Schäferhaus Airport,Flensburg,Germany
409,Rendsburg-Schachtholm Airport,Rendsburg,Germany
410,Westerland Sylt Airport,Westerland,Germany
411,Ämari Air Base,Armari Air Force Base,Estonia
412,Kärdla Airport,Kardla,Estonia
413,Kuressaare Airport,Kuressaare,Estonia
414,Pärnu Airport,Parnu,Estonia
415,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia
416,Tartu Airport,Tartu,Estonia
417,Enontekio Airport,Enontekio,Finland
418,Eura Airport,Eura,Finland
419,Halli Airport,Halli,Finland
420,Helsinki Malmi Airport,Helsinki,Finland
421,Helsinki Vantaa Airport,Helsinki,Finland
422,Hameenkyro Airport,Hameenkyro,Finland
423,Hanko Airport,Hanko,Finland
424,Hyvinkää Airfield,Hyvinkaa,Finland
425,Kiikala Airport,Kikala,Finland
426,Immola Airport,Immola,Finland
427,Kitee Airport,Kitee,Finland
428,Ivalo Airport,Ivalo,Finland
429,Joensuu Airport,Joensuu,Finland
430,Jyvaskyla Airport,Jyvaskyla,Finland
431,Kauhava Airport,Kauhava,Finland
432,Kemi-Tornio Airport,Kemi,Finland
433,Kajaani Airport,Kajaani,Finland
434,Kauhajoki Airport,Kauhajoki,Finland
435,Kokkola-Pietarsaari Airport,Kruunupyy,Finland
436,Kemijarvi Airport,Kemijarvi,Finland
437,Kuusamo Airport,Kuusamo,Finland
438,Kittilä Airport,Kittila,Finland
439,Kuopio Airport,Kuopio,Finland
440,Lahti Vesivehmaa Airport,Vesivehmaa,Finland
441,Lappeenranta Airport,Lappeenranta,Finland
442,Mariehamn Airport,Mariehamn,Finland
443,Menkijarvi Airport,Menkijarvi,Finland
444,Mikkeli Airport,Mikkeli,Finland
445,Nummela Airport,Nummela,Finland
446,Oulu Airport,Oulu,Finland
447,Piikajarvi Airport,Piikajarvi,Finland
448,Pori Airport,Pori,Finland
449,Pudasjärvi Airport,Pudasjarvi,Finland
450,Pyhäsalmi Airport,Pyhasalmi,Finland
451,Raahe Pattijoki Airport,Pattijoki,Finland
452,Rantasalmi Airport,Rantasalmi,Finland
453,Rovaniemi Airport,Rovaniemi,Finland
454,Rayskala Airport,Rayskala,Finland
455,Savonlinna Airport,Savonlinna,Finland
456,Selanpaa Airport,Selanpaa,Finland
457,Sodankyla Airport,Sodankyla,Finland
458,Tampere-Pirkkala Airport,Tampere,Finland
459,Teisko Airport,Teisko,Finland
460,Turku Airport,Turku,Finland
461,Utti Air Base,Utti,Finland
462,Vaasa Airport,Vaasa,Finland
463,Varkaus Airport,Varkaus,Finland
464,Ylivieska Airfield,Ylivieska-raudaskyla,Finland
465,Belfast International Airport,Belfast,United Kingdom
466,St Angelo Airport,Enniskillen,United Kingdom
467,George Best Belfast City Airport,Belfast,United Kingdom
468,City of Derry Airport,Londonderry,United Kingdom
469,Birmingham International Airport,Birmingham,United Kingdom
470,Coventry Airport,Coventry,United Kingdom
471,Leicester Airport,Leicester,United Kingdom
472,Gloucestershire Airport,Golouchestershire,United Kingdom
474,Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom
475,Cotswold Airport,Pailton,United Kingdom
476,Turweston Airport,Turweston,United Kingdom
477,Wellesbourne Mountford Airport,Wellesbourne,United Kingdom
478,Manchester Airport,Manchester,United Kingdom
479,Manchester Woodford Airport,Woodfort,United Kingdom
480,Royal Marines Base Chivenor Airport,Chivenor,United Kingdom
481,Newquay Cornwall Airport,Newquai,United Kingdom
482,RAF Lyneham,Lyneham,United Kingdom
483,MoD Boscombe Down Airport,Boscombe Down,United Kingdom
484,RNAS Culdrose,Culdrose,United Kingdom
485,MoD St. Athan,St. Athan,United Kingdom
486,RNAS Yeovilton,Yeovilton,United Kingdom
487,Haverfordwest Airport,Haverfordwest,United Kingdom
488,Cardiff International Airport,Cardiff,United Kingdom
489,Swansea Airport,Swansea,United Kingdom
490,Bristol Airport,Bristol,United Kingdom
491,Liverpool John Lennon Airport,Liverpool,United Kingdom
492,London Luton Airport,London,United Kingdom
493,Plymouth City Airport,Plymouth,United Kingdom
494,Bournemouth Airport,Bournemouth,United Kingdom
495,Southampton Airport,Southampton,United Kingdom
496,Lasham Airport,Lasham,United Kingdom
497,Alderney Airport,Alderney,Guernsey
498,Guernsey Airport,Guernsey,Guernsey
499,Jersey Airport,Jersey,Jersey
500,Shoreham Airport,Shoreham By Sea,United Kingdom
501,London Biggin Hill Airport,Biggin Hill,United Kingdom
502,London Gatwick Airport,London,United Kingdom
503,London City Airport,London,United Kingdom
504,Farnborough Airport,Farnborough,United Kingdom
505,Chalgrove Airport,Chalsgrove,United Kingdom
506,Blackbushe Airport,Blackbushe,United Kingdom
507,London Heathrow Airport,London,United Kingdom
508,Southend Airport,Southend,United Kingdom
509,Lydd Airport,Lydd,United Kingdom
510,Kent International Airport,Manston,United Kingdom
511,Brough Airport,Brough,United Kingdom
512,Carlisle Airport,Carlisle,United Kingdom
513,Retford Gamston Airport,Repton,United Kingdom
514,Blackpool International Airport,Blackpool,United Kingdom
515,Humberside Airport,Humberside,United Kingdom
516,Barrow Walney Island Airport,Barrow Island,United Kingdom
517,Leeds Bradford Airport,Leeds,United Kingdom
518,Warton Airport,Warton,United Kingdom
519,Hawarden Airport,Hawarden,United Kingdom
520,Isle of Man Airport,Isle Of Man,Isle of Man
521,Newcastle Airport,Newcastle,United Kingdom
522,Durham Tees Valley Airport,Teesside,United Kingdom
523,East Midlands Airport,East Midlands,United Kingdom
524,Llanbedr Airport,Llanbedr,United Kingdom
525,RAF Ternhill,Ternhill,United Kingdom
526,RAF Shawbury,Shawbury,United Kingdom
528,RAF Woodvale,Woodvale,United Kingdom
529,Kirkwall Airport,Kirkwall,United Kingdom
530,Sumburgh Airport,Sumburgh,United Kingdom
531,Wick Airport,Wick,United Kingdom
532,Aberdeen Dyce Airport,Aberdeen,United Kingdom
533,Inverness Airport,Inverness,United Kingdom
534,Glasgow International Airport,Glasgow,United Kingdom
535,Edinburgh Airport,Edinburgh,United Kingdom
536,Islay Airport,Islay,United Kingdom
537,Glasgow Prestwick Airport,Prestwick,United Kingdom
538,Benbecula Airport,Benbecula,United Kingdom
539,Scatsta Airport,Scatsta,United Kingdom
540,Dundee Airport,Dundee,United Kingdom
541,Stornoway Airport,Stornoway,United Kingdom
542,Tiree Airport,Tiree,United Kingdom
543,RAF Leuchars,Leuchars,United Kingdom
544,RAF Lossiemouth,Lossiemouth,United Kingdom
545,Cambridge Airport,Cambridge,United Kingdom
546,Peterborough Business Airport,Peterborough,United Kingdom
547,Norwich International Airport,Norwich,United Kingdom
548,London Stansted Airport,London,United Kingdom
549,North Weald Airport,North Weald,United Kingdom
550,Sheffield City Heliport,Fowlmere,United Kingdom
551,Cranfield Airport,Cranfield,United Kingdom
552,Exeter International Airport,Exeter,United Kingdom
553,Bristol Filton Airport,Bristol,United Kingdom
554,Oxford (Kidlington) Airport,Oxford,United Kingdom
555,RAF Benson,Benson,United Kingdom
556,RAF Lakenheath,Lakenheath,United Kingdom
557,RAF Mildenhall,Mildenhall,United Kingdom
558,RAF Wattisham,Wattisham,United Kingdom
559,RAF Wyton,Wyton,United Kingdom
560,RAF Fairford,Fairford,United Kingdom
561,RAF Brize Norton,Brize Norton,United Kingdom
562,RAF Odiham,Odiham,United Kingdom
563,DCAE Cosford Air Base,Cosford,United Kingdom
564,RAF Northolt,Northolt,United Kingdom
565,RAF Coningsby,Coningsby,United Kingdom
566,RAF Dishforth,Dishforth,United Kingdom
567,Leeming Airport,Leeming,United Kingdom
568,Leeds East Airport,Church Fenton,United Kingdom
569,RAF Honington,Honington,United Kingdom
570,RAF Cottesmore,Cottesmore,United Kingdom
571,RAF Scampton,Scampton,United Kingdom
572,RAF Wittering,Wittering,United Kingdom
573,RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom
574,RAF Waddington,Waddington,United Kingdom
575,RAF Topcliffe,Topcliffe,United Kingdom
576,RAF Cranwell,Cranwell,United Kingdom
577,RAF Barkston Heath,Barkston Heath,United Kingdom
578,RAF Marham,Marham,United Kingdom
579,Mount Pleasant Airport,Mount Pleasant,Falkland Islands
580,Amsterdam Airport Schiphol,Amsterdam,Netherlands
